,x_m,y_m,w_left,w_right
97,475.4928602251857,711.92499640395,2.0,2.0
98,476.14296792600726,711.1665374196582,2.0,2.0
99,476.7930756268288,710.4080784353664,2.0,2.0
100,477.44318332765033,709.6496194510746,2.0,2.0
101,478.09329102847187,708.8911604667828,2.0,2.0
102,478.6851347475532,708.2006761278545,2.0,2.0
103,479.2769784666345,707.5101917889264,2.0,2.0
104,479.8688221857159,706.8197074499982,2.0,2.0
105,480.4606659047972,706.1292231110699,2.0,2.0
106,481.0525096238785,705.4387387721417,2.0,2.0
107,481.64435334295985,704.7482544332136,2.0,2.0
108,482.2361970620412,704.0577700942854,2.0,2.0
109,482.8280407811225,703.3672857553571,2.0,2.0
110,483.4198845002038,702.6768014164288,2.0,2.0
111,484.01172821928515,701.9863170775006,2.0,2.0
112,484.6035719383665,701.2958327385725,2.0,2.0
113,485.25388508702173,700.5371340651415,2.0,2.0
114,485.9041982356769,699.7784353917103,2.0,2.0
115,486.55451138433216,699.0197367182792,2.0,2.0
116,487.2048245329873,698.2610380448482,2.0,2.0
117,487.85513768164253,697.5023393714171,2.0,2.0
118,488.5054508302977,696.7436406979859,2.0,2.0
119,489.15576397895296,695.9849420245549,2.0,2.0
120,489.80607712760815,695.2262433511238,2.0,2.0
121,490.45639027626333,694.4675446776928,2.0,2.0
122,491.1067034249186,693.7088460042617,2.0,2.0
123,491.69888625166953,693.0179660397189,2.0,2.0
124,492.2910690784205,692.327086075176,2.0,2.0
125,492.8832519051715,691.6362061106332,2.0,2.0
126,493.4754347319225,690.9453261460905,2.0,2.0
127,494.0676175586735,690.2544461815476,2.0,2.0
128,494.65980038542443,689.5635662170048,2.0,2.0
129,495.25198321217545,688.872686252462,2.0,2.0
130,495.84416603892635,688.1818062879192,2.0,2.0
131,496.4363488656773,687.4909263233764,2.0,2.0
132,497.0285316924283,686.8000463588336,2.0,2.0
133,497.6207145191793,686.1091663942908,2.0,2.0
134,498.27129540970884,685.3501553553397,2.0,2.0
135,498.9218763002384,684.5911443163885,2.0,2.0
136,499.57245719076786,683.8321332774374,2.0,2.0
137,500.22303808129743,683.0731222384863,2.0,2.0
138,500.873618971827,682.3141111995351,2.0,2.0
139,501.52419986235657,681.5551001605841,2.0,2.0
140,502.17478075288614,680.7960891216329,2.0,2.0
141,502.8253616434156,680.0370780826818,2.0,2.0
142,503.47594253394516,679.2780670437306,2.0,2.0
143,504.1265234244747,678.5190560047795,2.0,2.0
144,504.718577265363,677.8283265237432,2.0,2.0
145,505.3106311062513,677.1375970427067,2.0,2.0
146,505.9026849471396,676.4468675616704,2.0,2.0
147,506.4947387880279,675.7561380806341,2.0,2.0
148,507.0867926289162,675.0654085995977,2.0,2.0
149,507.6788464698046,674.3746791185613,2.0,2.0
150,508.2709003106929,673.683949637525,2.0,2.0
151,508.8629541515812,672.9932201564886,2.0,2.0
152,509.4550079924695,672.3024906754523,2.0,2.0
153,510.0470618333578,671.611761194416,2.0,2.0
154,510.6391156742461,670.9210317133795,2.0,2.0
155,511.2895882417671,670.1621470512717,2.0,2.0
156,511.940060809288,669.403262389164,2.0,2.0
157,512.5905333768089,668.6443777270562,2.0,2.0
158,513.2410059443299,667.8854930649484,2.0,2.0
159,513.8914785118509,667.1266084028407,2.0,2.0
160,514.5419510793718,666.3677237407328,2.0,2.0
161,515.1924236468928,665.6088390786251,2.0,2.0
162,515.8428962144137,664.8499544165173,2.0,2.0
163,516.4933687819347,664.0910697544095,2.0,2.0
164,517.1438413494557,663.3321850923018,2.0,2.0
165,517.7944237344651,662.5731723097908,2.0,2.0
166,518.4450061194744,661.8141595272799,2.0,2.0
167,519.0955885044838,661.055146744769,2.0,2.0
168,519.7461708894932,660.296133962258,2.0,2.0
169,520.3967532745025,659.537121179747,2.0,2.0
170,521.0473356595119,658.7781083972361,2.0,2.0
171,521.6979180445212,658.0190956147251,2.0,2.0
172,522.3485004295306,657.2600828322142,2.0,2.0
173,522.9990828145401,656.5010700497032,2.0,2.0
174,523.6496651995494,655.7420572671923,2.0,2.0
175,524.3003393848405,654.9829373843527,2.0,2.0
176,524.9510135701316,654.223817501513,2.0,2.0
177,525.6016877554227,653.4646976186734,2.0,2.0
178,526.2523619407139,652.7055777358338,2.0,2.0
179,526.903036126005,651.9464578529942,2.0,2.0
180,527.5537103112961,651.1873379701545,2.0,2.0
181,528.2043844965872,650.4282180873149,2.0,2.0
182,528.8550586818783,649.6690982044752,2.0,2.0
183,529.5057328671694,648.9099783216357,2.0,2.0
184,530.1564070524605,648.150858438796,2.0,2.0
185,530.7481242051063,647.4605217607093,2.0,2.0
186,531.339841357752,646.7701850826226,2.0,2.0
187,531.9315585103977,646.0798484045359,2.0,2.0
188,532.5232756630435,645.3895117264492,2.0,2.0
189,533.1149928156892,644.6991750483626,2.0,2.0
190,533.706709968335,644.0088383702758,2.0,2.0
191,534.2984271209807,643.3185016921891,2.0,2.0
192,534.8901442736264,642.6281650141025,2.0,2.0
193,535.4818614262722,641.9378283360157,2.0,2.0
194,536.0735785789179,641.2474916579291,2.0,2.0
195,536.6652957315637,640.5571549798424,2.0,2.0
196,537.2574355914903,639.8663251432613,2.0,2.0
197,537.8495754514169,639.1754953066803,2.0,2.0
198,538.4417153113435,638.4846654700993,2.0,2.0
199,539.03385517127,637.7938356335183,2.0,2.0
200,539.6259950311967,637.1030057969372,2.0,2.0
201,540.2181348911233,636.4121759603561,2.0,2.0
202,540.81027475105,635.7213461237752,2.0,2.0
203,541.4024146109765,635.0305162871941,2.0,2.0
204,541.994554470903,634.339686450613,2.0,2.0
205,542.5866943308297,633.6488566140321,2.0,2.0
206,543.1788341907563,632.958026777451,2.0,2.0
207,543.7706317115579,632.2675963365158,2.0,2.0
208,544.3624292323594,631.5771658955806,2.0,2.0
209,544.9542267531612,630.8867354546454,2.0,2.0
210,545.5460242739628,630.1963050137102,2.0,2.0
211,546.1378217947644,629.5058745727749,2.0,2.0
212,546.729619315566,628.8154441318397,2.0,2.0
213,547.3214168363675,628.1250136909046,2.0,2.0
214,547.9132143571692,627.4345832499694,2.0,2.0
215,548.5050118779707,626.7441528090342,2.0,2.0
216,549.0968093987723,626.053722368099,2.0,2.0
217,549.6886069195739,625.3632919271638,2.0,2.0
218,550.3384086775391,624.6051898762043,2.0,2.0
219,550.9882104355042,623.847087825245,2.0,2.0
220,551.6380121934695,623.0889857742857,2.0,2.0
221,552.2878139514347,622.3308837233262,2.0,2.0
222,552.9376157093999,621.5727816723668,2.0,2.0
223,553.5874174673651,620.8146796214073,2.0,2.0
224,554.2372192253303,620.056577570448,2.0,2.0
225,554.8870209832955,619.2984755194885,2.0,2.0
226,555.5368227412607,618.5403734685292,2.0,2.0
227,556.1866244992259,617.7822714175697,2.0,2.0
228,556.7789681572457,617.0912038165466,2.0,2.0
229,557.3713118152655,616.4001362155236,2.0,2.0
230,557.9636554732853,615.7090686145006,2.0,2.0
231,558.555999131305,615.0180010134775,2.0,2.0
232,559.1483427893248,614.3269334124544,2.0,2.0
233,559.7406864473445,613.6358658114314,2.0,2.0
234,560.3330301053643,612.9447982104083,2.0,2.0
235,560.9253737633841,612.2537306093852,2.0,2.0
236,561.5177174214039,611.5626630083622,2.0,2.0
237,562.1100610794236,610.8715954073391,2.0,2.0
238,562.7024047374434,610.180527806316,2.0,2.0
239,563.3526624119088,609.4218938527732,2.0,2.0
240,564.0029200863739,608.6632598992304,2.0,2.0
241,564.6531777608393,607.9046259456876,2.0,2.0
242,565.3034354353044,607.1459919921447,2.0,2.0
243,565.9536931097698,606.3873580386019,2.0,2.0
244,566.603950784235,605.628724085059,2.0,2.0
245,567.2542084587003,604.8700901315162,2.0,2.0
246,567.9044661331656,604.1114561779734,2.0,2.0
247,568.5547238076309,603.3528222244306,2.0,2.0
248,569.2049814820962,602.5941882708878,2.0,2.0
249,569.796630046153,601.9039316128215,2.0,2.0
250,570.3882786102099,601.2136749547551,2.0,2.0
251,570.9799271742668,600.5234182966888,2.0,2.0
252,571.5715757383236,599.8331616386224,2.0,2.0
253,572.1632243023805,599.1429049805561,2.0,2.0
254,572.7548728664374,598.4526483224897,2.0,2.0
255,573.3465214304942,597.7623916644234,2.0,2.0
256,573.9381699945511,597.072135006357,2.0,2.0
257,574.529818558608,596.3818783482907,2.0,2.0
258,575.1214671226649,595.6916216902243,2.0,2.0
259,575.7131156867217,595.001365032158,2.0,2.0
260,576.3047734995162,594.3110975838979,2.0,2.0
261,576.8964313123105,593.6208301356377,2.0,2.0
262,577.4880891251049,592.9305626873777,2.0,2.0
263,578.0797469378992,592.2402952391175,2.0,2.0
264,578.6714047506937,591.5500277908573,2.0,2.0
265,579.2630625634881,590.8597603425972,2.0,2.0
266,579.8547203762826,590.169492894337,2.0,2.0
267,580.4463781890769,589.479225446077,2.0,2.0
268,581.0380360018713,588.7889579978169,2.0,2.0
269,581.6296938146658,588.0986905495566,2.0,2.0
270,582.2213516274601,587.4084231012965,2.0,2.0
271,582.8716620002702,586.6497276663513,2.0,2.0
272,583.5219723730804,585.8910322314061,2.0,2.0
273,584.1722827458906,585.132336796461,2.0,2.0
274,584.8225931187008,584.3736413615158,2.0,2.0
275,585.4729034915109,583.6149459265705,2.0,2.0
276,586.1232138643211,582.8562504916254,2.0,2.0
277,586.7735242371313,582.0975550566801,2.0,2.0
278,587.4238346099414,581.338859621735,2.0,2.0
279,588.0741449827516,580.5801641867898,2.0,2.0
280,588.7244553555618,579.8214687518446,2.0,2.0
281,589.3170802593961,579.1300730307045,2.0,2.0
282,589.9097051632302,578.4386773095646,2.0,2.0
283,590.5023300670646,577.7472815884246,2.0,2.0
284,591.0949549708989,577.0558858672846,2.0,2.0
285,591.6875798747333,576.3644901461446,2.0,2.0
286,592.2802047785674,575.6730944250046,2.0,2.0
287,592.8728296824017,574.9816987038646,2.0,2.0
288,593.4654545862361,574.2903029827246,2.0,2.0
289,594.0580794900703,573.5989072615846,2.0,2.0
290,594.6507043939047,572.9075115404446,2.0,2.0
291,595.2433292977389,572.2161158193046,2.0,2.0
292,595.8937596726855,571.4572803818669,2.0,2.0
293,596.5441900476321,570.6984449444292,2.0,2.0
294,597.1946204225787,569.9396095069915,2.0,2.0
295,597.8450507975253,569.1807740695538,2.0,2.0
296,598.495481172472,568.421938632116,2.0,2.0
297,599.1459115474186,567.6631031946783,2.0,2.0
298,599.7963419223652,566.9042677572406,2.0,2.0
299,600.4467722973118,566.1454323198029,2.0,2.0
300,601.0972026722584,565.3865968823652,2.0,2.0
301,601.747633047205,564.6277614449275,2.0,2.0
302,602.3395769421988,563.9371602341013,2.0,2.0
303,602.9315208371928,563.246559023275,2.0,2.0
304,603.5234647321867,562.5559578124489,2.0,2.0
305,604.1154086271805,561.8653566016227,2.0,2.0
306,604.7073525221745,561.1747553907965,2.0,2.0
307,605.2992964171683,560.4841541799703,2.0,2.0
308,605.8912403121622,559.7935529691441,2.0,2.0
309,606.4831842071561,559.1029517583179,2.0,2.0
310,607.07512810215,558.4123505474918,2.0,2.0
311,607.6670719971439,557.7217493366655,2.0,2.0
312,608.2590158921378,557.0311481258393,2.0,2.0
313,608.9091448678873,556.2726643207982,2.0,2.0
314,609.5592738436369,555.514180515757,2.0,2.0
315,610.2094028193866,554.7556967107157,2.0,2.0
316,610.859531795136,553.9972129056746,2.0,2.0
317,611.5096607708857,553.2387291006333,2.0,2.0
318,612.1597897466353,552.4802452955921,2.0,2.0
319,612.809918722385,551.721761490551,2.0,2.0
320,613.4600476981344,550.9632776855098,2.0,2.0
321,614.1101766738841,550.2047938804685,2.0,2.0
322,614.7603056496337,549.4463100754274,2.0,2.0
323,615.3524647586605,548.7554577815625,2.0,2.0
324,615.9446238676876,548.0646054876978,2.0,2.0
325,616.5367829767144,547.3737531938331,2.0,2.0
326,617.1289420857415,546.6829008999682,2.0,2.0
327,617.7211011947684,545.9920486061035,2.0,2.0
328,618.3132603037955,545.3011963122387,2.0,2.0
329,618.9054194128223,544.6103440183739,2.0,2.0
330,619.4975785218493,543.9194917245092,2.0,2.0
331,620.0897376308762,543.2286394306444,2.0,2.0
332,620.6818967399032,542.5377871367796,2.0,2.0
333,621.2740558489302,541.8469348429148,2.0,2.0
334,621.8658153594448,541.1565487473143,2.0,2.0
335,622.4575748699596,540.4661626517138,2.0,2.0
336,623.0493343804743,539.7757765561133,2.0,2.0
337,623.6410938909889,539.0853904605128,2.0,2.0
338,624.2328534015037,538.3950043649123,2.0,2.0
339,624.8246129120184,537.7046182693119,2.0,2.0
340,625.4163724225332,537.0142321737114,2.0,2.0
341,626.0081319330478,536.3238460781109,2.0,2.0
342,626.5998914435625,535.6334599825104,2.0,2.0
343,627.1916509540772,534.9430738869099,2.0,2.0
344,627.783410464592,534.2526877913094,2.0,2.0
345,628.4335467397732,533.4941954702647,2.0,2.0
346,629.0836830149544,532.7357031492198,2.0,2.0
347,629.7338192901358,531.977210828175,2.0,2.0
348,630.3839555653169,531.2187185071302,2.0,2.0
349,631.0340918404983,530.4602261860854,2.0,2.0
350,631.6842281156795,529.7017338650405,2.0,2.0
351,632.3343643908609,528.9432415439958,2.0,2.0
352,632.984500666042,528.1847492229509,2.0,2.0
353,633.6346369412233,527.4262569019061,2.0,2.0
354,634.2847732164046,526.6677645808613,2.0,2.0
355,634.9351111698052,525.9090369685607,2.0,2.0
356,635.5854491232058,525.15030935626,2.0,2.0
357,636.2357870766064,524.3915817439594,2.0,2.0
358,636.886125030007,523.6328541316586,2.0,2.0
359,637.5364629834074,522.874126519358,2.0,2.0
360,638.186800936808,522.1153989070574,2.0,2.0
361,638.8371388902086,521.3566712947567,2.0,2.0
362,639.4874768436092,520.597943682456,2.0,2.0
363,640.1378147970097,519.8392160701553,2.0,2.0
364,640.7881527504103,519.0804884578547,2.0,2.0
365,641.3804906927427,518.3894275251337,2.0,2.0
366,641.972828635075,517.6983665924125,2.0,2.0
367,642.5651665774074,517.0073056596915,2.0,2.0
368,643.1575045197396,516.3162447269704,2.0,2.0
369,643.749842462072,515.6251837942493,2.0,2.0
370,644.3421804044043,514.9341228615283,2.0,2.0
371,644.9345183467367,514.2430619288072,2.0,2.0
372,645.526856289069,513.5520009960861,2.0,2.0
373,646.1191942314014,512.860940063365,2.0,2.0
374,646.7115321737338,512.169879130644,2.0,2.0
375,647.303870116066,511.47881819792286,2.0,2.0
376,647.8958202983426,510.78820965193347,2.0,2.0
377,648.4877704806192,510.097601105944,2.0,2.0
378,649.0797206628959,509.4069925599547,2.0,2.0
379,649.6716708451726,508.71638401396524,2.0,2.0
380,650.2636210274492,508.0257754679759,2.0,2.0
381,650.8555712097258,507.33516692198646,2.0,2.0
382,651.4475213920024,506.64455837599706,2.0,2.0
383,652.0394715742791,505.9539498300077,2.0,2.0
384,652.6314217565557,505.26334128401834,2.0,2.0
385,653.2233719388323,504.5727327380289,2.0,2.0
386,653.8153221211089,503.8821241920395,2.0,2.0
387,654.4657312575839,503.1233135328187,2.0,2.0
388,655.1161403940589,502.36450287359804,2.0,2.0
389,655.7665495305338,501.6056922143773,2.0,2.0
390,656.4169586670087,500.84688155515653,2.0,2.0
391,657.0673678034836,500.08807089593574,2.0,2.0
392,657.7177769399586,499.329260236715,2.0,2.0
393,658.3681860764335,498.5704495774943,2.0,2.0
394,659.0185952129085,497.8116389182735,2.0,2.0
395,659.6690043493834,497.0528282590527,2.0,2.0
396,660.3194134858584,496.294017599832,2.0,2.0
397,660.9701499744976,495.5348250297528,2.0,2.0
398,661.620886463137,494.77563245967366,2.0,2.0
399,662.2716229517763,494.0164398895945,2.0,2.0
400,662.9223594404154,493.2572473195153,2.0,2.0
401,663.5730959290548,492.49805474943605,2.0,2.0
402,664.2238324176941,491.73886217935694,2.0,2.0
403,664.8745689063335,490.9796696092777,2.0,2.0
404,665.5253053949726,490.2204770391985,2.0,2.0
405,666.176041883612,489.46128446911933,2.0,2.0
406,666.8267783722513,488.70209189904017,2.0,2.0
407,667.4775548618254,487.9428526612037,2.0,2.0
408,668.1283313513995,487.1836134233672,2.0,2.0
409,668.7791078409737,486.4243741855307,2.0,2.0
410,669.4298843305478,485.66513494769424,2.0,2.0
411,670.0806608201219,484.90589570985776,2.0,2.0
412,670.731437309696,484.1466564720213,2.0,2.0
413,671.3822137992702,483.3874172341848,2.0,2.0
414,672.0329902888443,482.6281779963483,2.0,2.0
415,672.6837667784184,481.86893875851183,2.0,2.0
416,673.3345432679926,481.10969952067535,2.0,2.0
417,673.9850759105842,480.3507447709851,2.0,2.0
418,674.6356085531759,479.5917900212949,2.0,2.0
419,675.2861411957674,478.8328352716047,2.0,2.0
420,675.9366738383592,478.0738805219145,2.0,2.0
421,676.5872064809507,477.3149257722242,2.0,2.0
422,677.2377391235424,476.555971022534,2.0,2.0
423,677.888271766134,475.79701627284373,2.0,2.0
424,678.5388044087257,475.0380615231535,2.0,2.0
425,679.1893370513172,474.2791067734633,2.0,2.0
426,679.8398696939089,473.52015202377305,2.0,2.0
427,680.4320337473714,472.8292939614,2.0,2.0
428,681.024197800834,472.13843589902694,2.0,2.0
429,681.6163618542967,471.447577836654,2.0,2.0
430,682.2085259077593,470.7567197742809,2.0,2.0
431,682.8006899612219,470.06586171190787,2.0,2.0
432,683.3928540146844,469.37500364953485,2.0,2.0
433,683.985018068147,468.68414558716177,2.0,2.0
434,684.5771821216097,467.99328752478874,2.0,2.0
435,685.1693461750723,467.3024294624158,2.0,2.0
436,685.7615102285348,466.6115714000427,2.0,2.0
437,686.3536742819974,465.92071333766967,2.0,2.0
438,687.0042554704685,465.1617019511201,2.0,2.0
439,687.6548366589395,464.40269056457055,2.0,2.0
440,688.3054178474106,463.643679178021,2.0,2.0
441,688.9559990358816,462.88466779147143,2.0,2.0
442,689.6065802243527,462.12565640492187,2.0,2.0
443,690.2571614128237,461.3666450183723,2.0,2.0
444,690.9077426012948,460.60763363182275,2.0,2.0
445,691.5583237897658,459.8486222452732,2.0,2.0
446,692.2089049782369,459.08961085872363,2.0,2.0
447,692.8594861667079,458.3305994721741,2.0,2.0
448,693.45119529226,457.64027215902996,2.0,2.0
449,694.0429044178121,456.94994484588585,2.0,2.0
450,694.6346135433641,456.2596175327418,2.0,2.0
451,695.2263226689163,455.56929021959763,2.0,2.0
452,695.8180317944684,454.8789629064536,2.0,2.0
453,696.4097409200203,454.1886355933095,2.0,2.0
454,697.0014500455725,453.49830828016536,2.0,2.0
455,697.5931591711246,452.8079809670213,2.0,2.0
456,698.1848682966767,452.1176536538772,2.0,2.0
457,698.7765774222288,451.42732634073315,2.0,2.0
458,699.3682865477808,450.73699902758904,2.0,2.0
459,699.9600197066952,450.0466436755222,2.0,2.0
460,700.5517528656096,449.3562883234553,2.0,2.0
461,701.1434860245241,448.6659329713885,2.0,2.0
462,701.7352191834386,447.97557761932165,2.0,2.0
463,702.326952342353,447.2852222672548,2.0,2.0
464,702.9186855012674,446.594866915188,2.0,2.0
465,703.5104186601819,445.9045115631211,2.0,2.0
466,704.1021518190962,445.21415621105433,2.0,2.0
467,704.6938849780108,444.52380085898744,2.0,2.0
468,705.2856181369251,443.8334455069206,2.0,2.0
469,705.8773512958396,443.1430901548538,2.0,2.0
470,706.5280117944064,442.38398623985915,2.0,2.0
471,707.1786722929733,441.62488232486453,2.0,2.0
472,707.8293327915401,440.8657784098699,2.0,2.0
473,708.4799932901069,440.1066744948753,2.0,2.0
474,709.1306537886737,439.34757057988065,2.0,2.0
475,709.7813142872405,438.588466664886,2.0,2.0
476,710.4319747858074,437.8293627498914,2.0,2.0
477,711.0826352843742,437.0702588348968,2.0,2.0
478,711.733295782941,436.31115491990215,2.0,2.0
479,712.3839562815078,435.5520510049075,2.0,2.0
480,713.034098390898,434.7935518772857,2.0,2.0
481,713.6842405002881,434.0350527496639,2.0,2.0
482,714.3343826096782,433.2765536220421,2.0,2.0
483,714.9845247190683,432.5180544944203,2.0,2.0
484,715.6346668284584,431.7595553667985,2.0,2.0
485,716.2848089378485,431.0010562391767,2.0,2.0
486,716.9349510472387,430.2425571115549,2.0,2.0
487,717.5850931566288,429.4840579839331,2.0,2.0
488,718.2352352660189,428.7255588563113,2.0,2.0
489,718.885377375409,427.9670597286895,2.0,2.0
490,719.5360975940354,427.2078861402921,2.0,2.0
491,720.1868178126617,426.44871255189474,2.0,2.0
492,720.837538031288,425.68953896349734,2.0,2.0
493,721.4882582499145,424.9303653751,2.0,2.0
494,722.1389784685407,424.1711917867026,2.0,2.0
495,722.7896986871671,423.4120181983052,2.0,2.0
496,723.4404189057934,422.6528446099078,2.0,2.0
497,724.0911391244198,421.89367102151044,2.0,2.0
498,724.741859343046,421.13449743311304,2.0,2.0
499,725.3925795616724,420.37532384471564,2.0,2.0
500,725.9844143834783,419.6848498859421,2.0,2.0
501,726.5762492052841,418.99437592716856,2.0,2.0
502,727.16808402709,418.30390196839505,2.0,2.0
503,727.759918848896,417.61342800962154,2.0,2.0
504,728.3517536707018,416.92295405084803,2.0,2.0
505,728.9435884925076,416.2324800920745,2.0,2.0
506,729.5354233143134,415.542006133301,2.0,2.0
507,730.1272581361194,414.8515321745275,2.0,2.0
508,730.7190929579252,414.16105821575394,2.0,2.0
509,731.3109277797312,413.47058425698043,2.0,2.0
510,731.902762601537,412.7801102982069,2.0,2.0
511,732.4946106752967,412.0896208788205,2.0,2.0
512,733.0864587490564,411.39913145943405,2.0,2.0
513,733.6783068228164,410.70864204004766,2.0,2.0
514,734.2701548965761,410.0181526206613,2.0,2.0
515,734.8620029703359,409.32766320127485,2.0,2.0
516,735.4538510440957,408.6371737818884,2.0,2.0
517,736.0456991178555,407.94668436250197,2.0,2.0
518,736.6375471916152,407.2561949431156,2.0,2.0
519,737.229395265375,406.56570552372915,2.0,2.0
520,737.8212433391348,405.8752161043427,2.0,2.0
521,738.4130914128946,405.18472668495633,2.0,2.0
522,739.0638518603703,404.42550616290134,2.0,2.0
523,739.714612307846,403.66628564084635,2.0,2.0
524,740.3653727553217,402.90706511879137,2.0,2.0
525,741.0161332027974,402.1478445967364,2.0,2.0
526,741.6668936502731,401.3886240746814,2.0,2.0
527,742.3176540977488,400.6294035526264,2.0,2.0
528,742.9684145452245,399.8701830305714,2.0,2.0
529,743.6191749927002,399.1109625085164,2.0,2.0
530,744.2699354401759,398.35174198646143,2.0,2.0
531,744.9206958876516,397.59252146440645,2.0,2.0
532,745.5708933697572,396.83395773528326,2.0,2.0
533,746.2210908518628,396.0753940061601,2.0,2.0
534,746.8712883339684,395.31683027703684,2.0,2.0
535,747.521485816074,394.55826654791366,2.0,2.0
536,748.1716832981796,393.7997028187905,2.0,2.0
537,748.8218807802853,393.04113908966724,2.0,2.0
538,749.4720782623908,392.282575360544,2.0,2.0
539,750.1222757444964,391.5240116314209,2.0,2.0
